┌────────────┬───────────────────────┐
│    date    │  moving_7d_avg_prcp   │
│    date    │        double         │
├────────────┼───────────────────────┤
│ 2013-07-01 │                       │
│ 2015-02-18 │   0.10714285714285714 │
│ 2015-02-19 │   0.12142857142857143 │
│ 2015-02-20 │   0.12142857142857143 │
│ 2015-02-21 │   0.10142857142857142 │
│ 2015-02-22 │   0.10142857142857142 │
│ 2015-02-23 │   0.10142857142857142 │
│ 2015-02-24 │   0.10142857142857142 │
│ 2015-02-25 │  0.014285714285714287 │
│ 2015-02-26 │   0.07428571428571429 │
│ 2015-02-27 │   0.07428571428571429 │
│ 2015-02-28 │   0.16999999999999998 │
│ 2015-03-01 │    0.2057142857142857 │
│ 2015-03-02 │   0.31428571428571433 │
│ 2015-03-03 │   0.31428571428571433 │
│ 2015-03-04 │   0.31428571428571433 │
│ 2015-03-05 │   0.24000000000000002 │
│ 2015-03-06 │   0.24142857142857146 │
│ 2015-03-07 │   0.21142857142857144 │
│ 2015-03-08 │   0.17714285714285713 │
│ 2015-03-09 │   0.06857142857142857 │
│ 2015-03-10 │   0.06857142857142857 │
│ 2015-03-11 │    0.1842857142857143 │
│ 2015-03-12 │    0.1842857142857143 │
│ 2015-03-13 │   0.18285714285714286 │
│ 2015-03-14 │   0.12000000000000001 │
│ 2015-03-15 │   0.11857142857142858 │
│ 2015-03-16 │   0.11857142857142858 │
│ 2015-03-17 │    0.1757142857142857 │
│ 2015-03-18 │  0.060000000000000005 │
│ 2015-03-19 │  0.060000000000000005 │
│ 2015-03-20 │  0.060000000000000005 │
│ 2015-03-21 │   0.05714285714285715 │
│ 2015-03-22 │    0.0642857142857143 │
│ 2015-03-23 │                  0.11 │
│ 2015-03-24 │   0.09142857142857143 │
│ 2015-03-25 │   0.09142857142857143 │
│ 2015-03-26 │   0.09142857142857143 │
│ 2015-03-27 │   0.09142857142857143 │
│ 2015-03-28 │   0.11571428571428573 │
│ 2015-03-29 │   0.10857142857142858 │
│ 2015-03-30 │   0.06285714285714286 │
│ 2015-03-31 │  0.030000000000000002 │
│ 2015-04-01 │   0.03142857142857143 │
│ 2015-04-02 │   0.03142857142857143 │
│ 2015-04-03 │   0.03142857142857143 │
│ 2015-04-04 │  0.028571428571428574 │
│ 2015-04-05 │  0.028571428571428574 │
│ 2015-04-06 │  0.028571428571428574 │
│ 2015-04-07 │  0.047142857142857146 │
│ 2015-04-08 │  0.045714285714285714 │
│ 2015-04-09 │  0.045714285714285714 │
│ 2015-04-10 │  0.045714285714285714 │
│ 2015-04-11 │  0.025714285714285717 │
│ 2015-04-12 │  0.025714285714285717 │
│ 2015-04-13 │  0.025714285714285717 │
│ 2015-04-14 │  0.012857142857142857 │
│ 2015-04-15 │  0.012857142857142857 │
│ 2015-04-16 │  0.012857142857142857 │
│ 2015-04-17 │    0.2085714285714286 │
│ 2015-04-18 │   0.23571428571428574 │
│ 2015-04-19 │   0.24285714285714288 │
│ 2015-04-20 │   0.24285714285714288 │
│ 2015-04-21 │   0.23142857142857146 │
│ 2015-04-22 │   0.23142857142857146 │
│ 2015-04-23 │   0.23142857142857146 │
│ 2015-04-24 │   0.03571428571428571 │
│ 2015-04-25 │ 0.0071428571428571435 │
│ 2015-04-26 │                   0.0 │
│ 2015-04-27 │                   0.0 │
│ 2015-04-28 │                   0.0 │
│ 2015-04-29 │                   0.0 │
│ 2015-04-30 │                   0.0 │
│ 2015-05-01 │                   0.0 │
│ 2015-05-02 │                   0.0 │
│ 2015-05-03 │                   0.0 │
│ 2015-05-04 │                   0.0 │
│ 2015-05-05 │                   0.0 │
│ 2015-05-06 │                   0.0 │
│ 2015-05-07 │                   0.0 │
│ 2015-05-08 │                   0.0 │
│ 2015-05-09 │                   0.0 │
│ 2015-05-10 │                   0.0 │
│ 2015-05-11 │                   0.0 │
│ 2015-05-12 │                   0.0 │
│ 2015-05-13 │   0.04285714285714286 │
│ 2015-05-14 │  0.045714285714285714 │
│ 2015-05-15 │  0.045714285714285714 │
│ 2015-05-16 │  0.045714285714285714 │
│ 2015-05-17 │  0.045714285714285714 │
│ 2015-05-18 │  0.045714285714285714 │
│ 2015-05-19 │  0.045714285714285714 │
│ 2015-05-20 │  0.002857142857142857 │
│ 2015-05-21 │                   0.0 │
│ 2015-05-22 │                   0.0 │
│ 2015-05-23 │                   0.0 │
│ 2015-05-24 │  0.011428571428571429 │
│ 2015-05-25 │  0.011428571428571429 │
│ 2015-05-26 │  0.011428571428571429 │
│ 2015-05-27 │  0.011428571428571429 │
│ 2015-05-28 │                  0.22 │
│ 2015-05-29 │   0.32285714285714284 │
│ 2015-05-30 │    0.3757142857142857 │
│ 2015-05-31 │   0.36428571428571427 │
│ 2015-06-01 │   0.36428571428571427 │
│ 2015-06-02 │   0.38285714285714284 │
│ 2015-06-03 │                  0.41 │
│ 2015-06-04 │   0.20142857142857137 │
│ 2015-06-05 │   0.10714285714285714 │
│ 2015-06-06 │  0.055714285714285716 │
│ 2015-06-07 │  0.055714285714285716 │
│ 2015-06-08 │  0.055714285714285716 │
│ 2015-06-09 │  0.037142857142857144 │
│ 2015-06-10 │  0.009999999999999998 │
│ 2015-06-11 │   0.06142857142857143 │
│ 2015-06-12 │   0.13428571428571429 │
│ 2015-06-13 │   0.17142857142857143 │
│ 2015-06-14 │   0.17142857142857143 │
│ 2015-06-15 │   0.17142857142857143 │
│ 2015-06-16 │   0.17142857142857143 │
│ 2015-06-17 │   0.17142857142857143 │
│ 2015-06-18 │   0.21142857142857144 │
│ 2015-06-19 │                  0.13 │
│ 2015-06-20 │   0.09428571428571429 │
│ 2015-06-21 │   0.09428571428571429 │
│ 2015-06-22 │   0.09428571428571429 │
│ 2015-06-23 │   0.09428571428571429 │
│ 2015-06-24 │   0.25428571428571434 │
│ 2015-06-25 │   0.20428571428571432 │
│ 2015-06-26 │   0.20428571428571432 │
│ 2015-06-27 │   0.20714285714285716 │
│ 2015-06-28 │    0.2628571428571429 │
│ 2015-06-29 │    0.2628571428571429 │
│ 2015-06-30 │    0.2628571428571429 │
│ 2015-07-01 │   0.10285714285714286 │
│ 2015-07-02 │   0.06142857142857143 │
│ 2015-07-03 │   0.06142857142857143 │
│ 2015-07-04 │   0.07285714285714286 │
│ 2015-07-05 │  0.017142857142857144 │
│ 2015-07-06 │                  0.06 │
│ 2015-07-07 │                  0.06 │
│ 2015-07-08 │                  0.06 │
│ 2015-07-09 │                  0.06 │
│ 2015-07-10 │                  0.06 │
│ 2015-07-11 │   0.10285714285714286 │
│ 2015-07-12 │                  0.12 │
│ 2015-07-13 │   0.07714285714285715 │
│ 2015-07-14 │   0.07714285714285715 │
│ 2015-07-15 │   0.12285714285714287 │
│ 2015-07-16 │   0.12285714285714287 │
│ 2015-07-17 │   0.12285714285714287 │
│ 2015-07-18 │   0.06285714285714286 │
│ 2015-07-19 │  0.045714285714285714 │
│ 2015-07-20 │  0.045714285714285714 │
│ 2015-07-21 │  0.045714285714285714 │
│ 2015-07-22 │                   0.0 │
│ 2015-07-23 │                   0.0 │
│ 2015-07-24 │   0.05142857142857143 │
│ 2015-07-25 │   0.05142857142857143 │
│ 2015-07-26 │   0.05142857142857143 │
│ 2015-07-27 │                  0.33 │
│ 2015-07-28 │                  0.33 │
│ 2015-07-29 │                  0.33 │
│ 2015-07-30 │                  0.33 │
│ 2015-07-31 │    0.2785714285714286 │
│ 2015-08-01 │   0.33999999999999997 │
│ 2015-08-02 │   0.33999999999999997 │
│ 2015-08-03 │   0.06142857142857143 │
│ 2015-08-04 │   0.06142857142857143 │
│ 2015-08-05 │   0.06142857142857143 │
│ 2015-08-06 │   0.06142857142857143 │
│ 2015-08-07 │   0.06142857142857143 │
│ 2015-08-08 │   0.16714285714285712 │
│ 2015-08-09 │   0.16714285714285712 │
│ 2015-08-10 │   0.16714285714285712 │
│ 2015-08-11 │   0.16714285714285712 │
│ 2015-08-12 │   0.16714285714285712 │
│ 2015-08-13 │   0.16714285714285712 │
│ 2015-08-14 │   0.16714285714285712 │
│ 2015-08-15 │  0.041428571428571426 │
│ 2015-08-16 │  0.041428571428571426 │
│ 2015-08-17 │   0.04285714285714286 │
│ 2015-08-18 │   0.08857142857142856 │
│ 2015-08-19 │   0.08857142857142856 │
│ 2015-08-20 │   0.08857142857142856 │
│ 2015-08-21 │   0.08857142857142856 │
│ 2015-08-22 │  0.047142857142857146 │
│ 2015-08-23 │  0.047142857142857146 │
│ 2015-08-24 │  0.045714285714285714 │
│ 2015-08-25 │                   0.0 │
│ 2015-08-26 │                   0.0 │
│ 2015-08-27 │  0.018571428571428572 │
│ 2015-08-28 │  0.018571428571428572 │
│ 2015-08-29 │  0.018571428571428572 │
│ 2015-08-30 │  0.018571428571428572 │
│ 2015-08-31 │  0.018571428571428572 │
│ 2015-09-01 │  0.018571428571428572 │
│ 2015-09-02 │  0.018571428571428572 │
│ 2015-09-03 │                   0.0 │
│ 2015-09-04 │                   0.0 │
│ 2015-09-05 │                   0.0 │
│ 2015-09-06 │                   0.0 │
│ 2015-09-07 │   0.22571428571428573 │
│ 2015-09-08 │   0.22571428571428573 │
│ 2015-09-09 │    0.2671428571428572 │
│ 2015-09-10 │   0.27285714285714285 │
│ 2015-09-11 │   0.27285714285714285 │
│ 2015-09-12 │   0.27285714285714285 │
│ 2015-09-13 │   0.27285714285714285 │
│ 2015-09-14 │   0.04714285714285714 │
│ 2015-09-15 │   0.04714285714285714 │
│ 2015-09-16 │  0.005714285714285714 │
│ 2015-09-17 │                   0.0 │
│ 2015-09-18 │                   0.0 │
│ 2015-09-19 │                   0.0 │
│ 2015-09-20 │                   0.0 │
│ 2015-09-21 │                   0.0 │
│ 2015-09-22 │                   0.0 │
│ 2015-09-23 │                   0.0 │
│ 2015-09-24 │                   0.0 │
│ 2015-09-25 │                   0.0 │
│ 2015-09-26 │  0.015714285714285715 │
│ 2015-09-27 │   0.19571428571428573 │
│ 2015-09-28 │    0.2085714285714286 │
│ 2015-09-29 │    0.3628571428571429 │
│ 2015-09-30 │   0.41285714285714287 │
│ 2015-10-01 │   0.41285714285714287 │
│ 2015-10-02 │   0.41285714285714287 │
│ 2015-10-03 │    0.3971428571428572 │
│ 2015-10-04 │   0.21714285714285714 │
│ 2015-10-05 │   0.20428571428571432 │
│ 2015-10-06 │   0.17714285714285713 │
│ 2015-10-07 │   0.12714285714285714 │
│ 2015-10-08 │   0.12714285714285714 │
│ 2015-10-09 │   0.12714285714285714 │
│ 2015-10-10 │    0.1285714285714286 │
│ 2015-10-11 │    0.1285714285714286 │
│ 2015-10-12 │    0.1285714285714286 │
│ 2015-10-13 │ 0.0014285714285714286 │
│ 2015-10-14 │ 0.0014285714285714286 │
│ 2015-10-15 │ 0.0014285714285714286 │
│ 2015-10-16 │ 0.0014285714285714286 │
│ 2015-10-17 │                   0.0 │
│ 2015-10-18 │                   0.0 │
│ 2015-10-19 │                   0.0 │
│ 2015-10-20 │                   0.0 │
│ 2015-10-21 │                   0.0 │
│ 2015-10-22 │ 0.0071428571428571435 │
│ 2015-10-23 │ 0.0071428571428571435 │
│ 2015-10-24 │ 0.0071428571428571435 │
│ 2015-10-25 │   0.20714285714285713 │
│ 2015-10-26 │   0.21285714285714286 │
│ 2015-10-27 │   0.21285714285714286 │
│ 2015-10-28 │   0.21285714285714286 │
│ 2015-10-29 │    0.2057142857142857 │
│ 2015-10-30 │    0.2057142857142857 │
│ 2015-10-31 │    0.2057142857142857 │
│ 2015-11-01 │  0.005714285714285714 │
│ 2015-11-02 │ 0.0014285714285714286 │
│ 2015-11-03 │ 0.0014285714285714286 │
│ 2015-11-04 │ 0.0014285714285714286 │
│ 2015-11-05 │ 0.0014285714285714286 │
│ 2015-11-06 │ 0.0014285714285714286 │
│ 2015-11-07 │  0.038571428571428576 │
│ 2015-11-08 │   0.09999999999999999 │
│ 2015-11-09 │   0.09999999999999999 │
│ 2015-11-10 │   0.09999999999999999 │
│ 2015-11-11 │   0.09999999999999999 │
│ 2015-11-12 │   0.09999999999999999 │
│ 2015-11-13 │   0.09999999999999999 │
│ 2015-11-14 │   0.06285714285714286 │
│ 2015-11-15 │ 0.0014285714285714286 │
│ 2015-11-16 │   0.17857142857142858 │
│ 2015-11-17 │   0.17857142857142858 │
│ 2015-11-18 │   0.17857142857142858 │
│ 2015-11-19 │   0.18285714285714286 │
│ 2015-11-20 │   0.18285714285714286 │
│ 2015-11-21 │   0.18285714285714286 │
│ 2015-11-22 │   0.18285714285714286 │
│ 2015-11-23 │  0.004285714285714286 │
│ 2015-11-24 │  0.004285714285714286 │
│ 2015-11-25 │ 0.0071428571428571435 │
│ 2015-11-26 │  0.002857142857142857 │
│ 2015-11-27 │  0.002857142857142857 │
│ 2015-11-28 │                  0.05 │
│ 2015-11-29 │                  0.07 │
│ 2015-11-30 │                  0.07 │
│ 2015-12-01 │                  0.07 │
│ 2015-12-02 │   0.06714285714285714 │
│ 2015-12-03 │   0.06714285714285714 │
│ 2015-12-04 │   0.06714285714285714 │
│ 2015-12-05 │                  0.02 │
│ 2015-12-06 │                   0.0 │
│ 2015-12-07 │                   0.0 │
│ 2015-12-08 │                   0.0 │
│ 2015-12-09 │                   0.0 │
│ 2015-12-10 │                   0.0 │
│ 2015-12-11 │  0.047142857142857146 │
│ 2015-12-12 │  0.060000000000000005 │
│ 2015-12-13 │   0.06571428571428571 │
│ 2015-12-14 │   0.23857142857142857 │
│ 2015-12-15 │   0.23857142857142857 │
│ 2015-12-16 │   0.23857142857142857 │
│ 2015-12-17 │   0.23857142857142857 │
│ 2015-12-18 │   0.19142857142857142 │
│ 2015-12-19 │    0.2057142857142857 │
│ 2015-12-20 │   0.42142857142857143 │
│ 2015-12-21 │                  0.25 │
│ 2015-12-22 │   0.25142857142857145 │
│ 2015-12-23 │   0.25142857142857145 │
│ 2015-12-24 │   0.26857142857142857 │
│ 2015-12-25 │   0.27285714285714285 │
│ 2015-12-26 │                  0.31 │
│ 2015-12-27 │   0.11571428571428573 │
│ 2015-12-28 │   0.11857142857142858 │
│ 2015-12-29 │   0.11714285714285715 │
│ 2015-12-30 │   0.11714285714285715 │
│ 2015-12-31 │   0.09999999999999999 │
│ 2016-01-01 │   0.09571428571428572 │
│ 2016-01-02 │   0.03142857142857143 │
│ 2016-01-03 │  0.004285714285714286 │
│ 2016-01-04 │                   0.0 │
│ 2016-01-05 │                   0.0 │
│ 2016-01-06 │                   0.0 │
│ 2016-01-07 │    0.2571428571428572 │
│ 2016-01-08 │    0.2571428571428572 │
│ 2016-01-09 │    0.2571428571428572 │
│ 2016-01-10 │    0.2571428571428572 │
│ 2016-01-11 │    0.2571428571428572 │
│ 2016-01-12 │    0.2571428571428572 │
│ 2016-01-13 │    0.2914285714285714 │
│ 2016-01-14 │  0.041428571428571426 │
│ 2016-01-15 │  0.041428571428571426 │
│ 2016-01-16 │  0.041428571428571426 │
│ 2016-01-17 │  0.041428571428571426 │
│ 2016-01-18 │  0.041428571428571426 │
│ 2016-01-19 │   0.04285714285714286 │
│ 2016-01-20 │    0.3385714285714286 │
│ 2016-01-21 │    0.3314285714285714 │
│ 2016-01-22 │    0.3314285714285714 │
│ 2016-01-23 │    0.3314285714285714 │
│ 2016-01-24 │    0.3314285714285714 │
│ 2016-01-25 │    0.3314285714285714 │
│ 2016-01-26 │                  0.33 │
│ 2016-01-27 │                   0.0 │
│ 2016-01-28 │                   0.0 │
│ 2016-01-29 │ 0.0014285714285714286 │
│ 2016-01-30 │ 0.0014285714285714286 │
│ 2016-01-31 │   0.10571428571428572 │
│ 2016-02-01 │   0.10571428571428572 │
│ 2016-02-02 │   0.18142857142857144 │
│ 2016-02-03 │   0.18142857142857144 │
│ 2016-02-04 │   0.18142857142857144 │
│ 2016-02-05 │   0.18714285714285714 │
│ 2016-02-06 │   0.18714285714285714 │
│ 2016-02-07 │    0.0842857142857143 │
│ 2016-02-08 │    0.0842857142857143 │
│ 2016-02-09 │  0.008571428571428572 │
│ 2016-02-10 │  0.008571428571428572 │
│ 2016-02-11 │  0.008571428571428572 │
│ 2016-02-12 │    0.0642857142857143 │
│ 2016-02-13 │   0.20857142857142857 │
│ 2016-02-14 │   0.20714285714285713 │
│ 2016-02-15 │   0.20714285714285713 │
│ 2016-02-16 │   0.20714285714285713 │
│ 2016-02-17 │   0.20714285714285713 │
│ 2016-02-18 │   0.21142857142857144 │
│ 2016-02-19 │   0.14857142857142858 │
│ 2016-02-20 │   0.04714285714285714 │
│ 2016-02-21 │    0.2214285714285714 │
│ 2016-02-22 │   0.22428571428571425 │
│ 2016-02-23 │   0.22428571428571425 │
│ 2016-02-24 │   0.22428571428571425 │
│ 2016-02-25 │                  0.22 │
│ 2016-02-26 │   0.22714285714285715 │
│ 2016-02-27 │    0.1842857142857143 │
│ 2016-02-28 │  0.030000000000000002 │
│ 2016-02-29 │  0.027142857142857142 │
│ 2016-03-01 │   0.04285714285714286 │
│ 2016-03-02 │   0.04285714285714286 │
│ 2016-03-03 │   0.04285714285714286 │
│ 2016-03-04 │   0.03571428571428571 │
│ 2016-03-05 │   0.03571428571428571 │
│ 2016-03-06 │  0.015714285714285715 │
│ 2016-03-07 │  0.015714285714285715 │
│ 2016-03-08 │  0.008571428571428572 │
│ 2016-03-09 │  0.008571428571428572 │
│ 2016-03-10 │  0.008571428571428572 │
│ 2016-03-11 │  0.049999999999999996 │
│ 2016-03-12 │  0.049999999999999996 │
│ 2016-03-13 │   0.05285714285714286 │
│ 2016-03-14 │   0.05285714285714286 │
│ 2016-03-15 │   0.04428571428571428 │
│ 2016-03-16 │   0.04428571428571428 │
│ 2016-03-17 │  0.054285714285714284 │
│ 2016-03-18 │  0.021428571428571432 │
│ 2016-03-19 │  0.021428571428571432 │
│ 2016-03-20 │  0.018571428571428572 │
│ 2016-03-21 │  0.018571428571428572 │
│ 2016-03-22 │   0.02428571428571429 │
│ 2016-03-23 │   0.02428571428571429 │
│ 2016-03-24 │  0.014285714285714287 │
│ 2016-03-25 │                  0.06 │
│ 2016-03-26 │                  0.06 │
│ 2016-03-27 │                  0.06 │
│ 2016-03-28 │                  0.06 │
│ 2016-03-29 │   0.05714285714285715 │
│ 2016-03-30 │                  0.08 │
│ 2016-03-31 │   0.09285714285714286 │
│ 2016-04-01 │   0.10571428571428572 │
│ 2016-04-02 │   0.10571428571428572 │
│ 2016-04-03 │   0.10571428571428572 │
│ 2016-04-04 │   0.11857142857142856 │
│ 2016-04-05 │   0.11714285714285713 │
│ 2016-04-06 │   0.10999999999999999 │
│ 2016-04-07 │   0.09714285714285713 │
│ 2016-04-08 │   0.03142857142857143 │
│ 2016-04-09 │  0.060000000000000005 │
│ 2016-04-10 │  0.060000000000000005 │
│ 2016-04-11 │  0.047142857142857146 │
│ 2016-04-12 │  0.045714285714285714 │
│ 2016-04-13 │  0.030000000000000002 │
│ 2016-04-14 │  0.030000000000000002 │
│ 2016-04-15 │  0.028571428571428574 │
│ 2016-04-16 │                   0.0 │
│ 2016-04-17 │                   0.0 │
│ 2016-04-18 │                   0.0 │
│ 2016-04-19 │                   0.0 │
│ 2016-04-20 │  0.022857142857142857 │
│ 2016-04-21 │  0.022857142857142857 │
│ 2016-04-22 │  0.022857142857142857 │
│ 2016-04-23 │   0.05714285714285715 │
│ 2016-04-24 │   0.05714285714285715 │
│ 2016-04-25 │   0.05714285714285715 │
│ 2016-04-26 │    0.0642857142857143 │
│ 2016-04-27 │  0.041428571428571426 │
│ 2016-04-28 │   0.06428571428571428 │
│ 2016-04-29 │   0.06999999999999999 │
│ 2016-04-30 │   0.12285714285714286 │
│ 2016-05-01 │   0.12428571428571429 │
│ 2016-05-02 │   0.12428571428571429 │
│ 2016-05-03 │    0.1942857142857143 │
│ 2016-05-04 │    0.1942857142857143 │
│ 2016-05-05 │    0.1942857142857143 │
│ 2016-05-06 │   0.18857142857142858 │
│ 2016-05-07 │   0.10142857142857144 │
│ 2016-05-08 │                   0.1 │
│ 2016-05-09 │                   0.1 │
│ 2016-05-10 │   0.05857142857142857 │
│ 2016-05-11 │   0.05857142857142857 │
│ 2016-05-12 │   0.03571428571428571 │
│ 2016-05-13 │   0.03571428571428571 │
│ 2016-05-14 │   0.03571428571428571 │
│ 2016-05-15 │   0.03571428571428571 │
│ 2016-05-16 │   0.03571428571428571 │
│ 2016-05-17 │                   0.0 │
│ 2016-05-18 │  0.005714285714285714 │
│ 2016-05-19 │  0.018571428571428572 │
│ 2016-05-20 │   0.02142857142857143 │
│ 2016-05-21 │   0.04714285714285714 │
│ 2016-05-22 │   0.04714285714285714 │
│ 2016-05-23 │   0.04714285714285714 │
│ 2016-05-24 │   0.04714285714285714 │
│ 2016-05-25 │  0.041428571428571426 │
│ 2016-05-26 │   0.02857142857142857 │
│ 2016-05-27 │    0.2614285714285714 │
│ 2016-05-28 │    0.2357142857142857 │
│ 2016-05-29 │    0.2357142857142857 │
│ 2016-05-30 │    0.2357142857142857 │
│ 2016-05-31 │    0.2414285714285714 │
│ 2016-06-01 │   0.29857142857142854 │
│ 2016-06-02 │   0.42857142857142855 │
│ 2016-06-03 │   0.19285714285714287 │
│ 2016-06-04 │   0.19285714285714287 │
│ 2016-06-05 │    0.2571428571428572 │
│ 2016-06-06 │    0.2571428571428572 │
│ 2016-06-07 │   0.25142857142857145 │
│ 2016-06-08 │    0.1942857142857143 │
│ 2016-06-09 │    0.0642857142857143 │
│ 2016-06-10 │    0.0642857142857143 │
│ 2016-06-11 │    0.0642857142857143 │
│ 2016-06-12 │                   0.0 │
│ 2016-06-13 │   0.03142857142857143 │
│ 2016-06-14 │   0.03142857142857143 │
│ 2016-06-15 │   0.03142857142857143 │
│ 2016-06-16 │   0.03142857142857143 │
│ 2016-06-17 │   0.03142857142857143 │
│ 2016-06-18 │   0.03142857142857143 │
│ 2016-06-19 │   0.03142857142857143 │
│ 2016-06-20 │                   0.0 │
│ 2016-06-21 │                   0.0 │
│ 2016-06-22 │                   0.0 │
│ 2016-06-23 │                   0.0 │
│ 2016-06-24 │    0.0642857142857143 │
│ 2016-06-25 │   0.08142857142857143 │
│ 2016-06-26 │   0.08285714285714287 │
│ 2016-06-27 │   0.08285714285714287 │
│ 2016-06-28 │   0.20142857142857146 │
│ 2016-06-29 │   0.20142857142857146 │
│ 2016-06-30 │   0.20142857142857146 │
│ 2016-07-01 │   0.20714285714285713 │
│ 2016-07-02 │    0.2842857142857143 │
│ 2016-07-03 │   0.28285714285714286 │
│ 2016-07-04 │    0.2885714285714286 │
│ 2016-07-05 │   0.18142857142857144 │
│ 2016-07-06 │    0.2571428571428572 │
│ 2016-07-07 │    0.2571428571428572 │
│ 2016-07-08 │   0.18714285714285714 │
│ 2016-07-09 │   0.09285714285714286 │
│ 2016-07-10 │   0.09285714285714286 │
│ 2016-07-11 │    0.1757142857142857 │
│ 2016-07-12 │   0.16428571428571428 │
│ 2016-07-13 │   0.08857142857142856 │
│ 2016-07-14 │   0.08857142857142856 │
│ 2016-07-15 │   0.13857142857142857 │
│ 2016-07-16 │   0.13857142857142857 │
│ 2016-07-17 │   0.13857142857142857 │
│ 2016-07-18 │  0.049999999999999996 │
│ 2016-07-19 │  0.049999999999999996 │
│ 2016-07-20 │  0.049999999999999996 │
│ 2016-07-21 │  0.049999999999999996 │
│ 2016-07-22 │   0.14285714285714285 │
│ 2016-07-23 │   0.14285714285714285 │
│ 2016-07-24 │   0.14285714285714285 │
│ 2016-07-25 │   0.14285714285714285 │
│ 2016-07-26 │   0.29857142857142854 │
│ 2016-07-27 │   0.33428571428571424 │
│ 2016-07-28 │   0.48857142857142855 │
│ 2016-07-29 │    0.3457142857142857 │
│ 2016-07-30 │    0.3457142857142857 │
│ 2016-07-31 │    0.3457142857142857 │
│ 2016-08-01 │    0.3457142857142857 │
│ 2016-08-02 │                  0.19 │
│ 2016-08-03 │   0.16142857142857145 │
│ 2016-08-04 │ 0.0071428571428571435 │
│ 2016-08-05 │ 0.0071428571428571435 │
│ 2016-08-06 │ 0.0071428571428571435 │
│ 2016-08-07 │                  0.02 │
│ 2016-08-08 │   0.04142857142857143 │
│ 2016-08-09 │   0.08714285714285716 │
│ 2016-08-10 │                  0.08 │
│ 2016-08-11 │   0.08857142857142859 │
│ 2016-08-12 │   0.08857142857142859 │
│ 2016-08-13 │    0.1042857142857143 │
│ 2016-08-14 │   0.09285714285714286 │
│ 2016-08-15 │   0.07571428571428572 │
│ 2016-08-16 │   0.03142857142857143 │
│ 2016-08-17 │   0.14857142857142858 │
│ 2016-08-18 │    0.1842857142857143 │
│ 2016-08-19 │    0.1842857142857143 │
│ 2016-08-20 │   0.16857142857142857 │
│ 2016-08-21 │   0.16714285714285712 │
│ 2016-08-22 │   0.16428571428571428 │
│ 2016-08-23 │   0.16285714285714284 │
│ 2016-08-24 │  0.045714285714285714 │
│ 2016-08-25 │ 0.0014285714285714286 │
│ 2016-08-26 │ 0.0014285714285714286 │
│ 2016-08-27 │ 0.0014285714285714286 │
│ 2016-08-28 │ 0.0014285714285714286 │
│ 2016-08-29 │   0.07142857142857142 │
│ 2016-08-30 │   0.07142857142857142 │
│ 2016-08-31 │   0.07142857142857142 │
│ 2016-09-01 │   0.07142857142857142 │
│ 2016-09-02 │   0.07142857142857142 │
│ 2016-09-03 │   0.07142857142857142 │
│ 2016-09-04 │   0.07142857142857142 │
│ 2016-09-05 │                   0.0 │
│ 2016-09-06 │   0.03142857142857143 │
│ 2016-09-07 │   0.03142857142857143 │
│ 2016-09-08 │   0.03142857142857143 │
│ 2016-09-09 │   0.03142857142857143 │
│ 2016-09-10 │   0.03142857142857143 │
│ 2016-09-11 │   0.11142857142857143 │
│ 2016-09-12 │   0.11142857142857143 │
│ 2016-09-13 │                  0.08 │
│ 2016-09-14 │                  0.08 │
│ 2016-09-15 │                  0.08 │
│ 2016-09-16 │   0.17714285714285719 │
│ 2016-09-17 │   0.17714285714285719 │
│ 2016-09-18 │   0.09714285714285716 │
│ 2016-09-19 │   0.09714285714285716 │
│ 2016-09-20 │   0.09857142857142857 │
│ 2016-09-21 │   0.12714285714285717 │
│ 2016-09-22 │   0.12714285714285717 │
│ 2016-09-23 │  0.030000000000000002 │
│ 2016-09-24 │   0.06142857142857144 │
│ 2016-09-25 │   0.06142857142857144 │
│ 2016-09-26 │   0.06142857142857144 │
│ 2016-09-27 │   0.11714285714285715 │
│ 2016-09-28 │   0.08857142857142856 │
│ 2016-09-29 │   0.08857142857142856 │
│ 2016-09-30 │   0.08857142857142856 │
│ 2016-10-01 │   0.05714285714285715 │
│ 2016-10-02 │   0.05714285714285715 │
│ 2016-10-03 │   0.05714285714285715 │
│ 2016-10-04 │                   0.0 │
│ 2016-10-05 │  0.032857142857142856 │
│ 2016-10-06 │   0.11142857142857143 │
│ 2016-10-07 │   0.11142857142857143 │
│ 2016-10-08 │   0.11142857142857143 │
│ 2016-10-09 │   0.11142857142857143 │
│ 2016-10-10 │   0.11142857142857143 │
│ 2016-10-11 │   0.11142857142857143 │
│ 2016-10-12 │   0.07857142857142858 │
│ 2016-10-13 │                   0.0 │
│ 2016-10-14 │                   0.0 │
│ 2016-10-15 │                   0.0 │
│ 2016-10-16 │                   0.0 │
│ 2016-10-17 │                   0.0 │
│ 2016-10-18 │   0.15857142857142859 │
│ 2016-10-19 │                   0.2 │
│ 2016-10-20 │                   0.2 │
│ 2016-10-21 │                   0.2 │
│ 2016-10-22 │                   0.2 │
│ 2016-10-23 │                   0.2 │
│ 2016-10-24 │    0.4014285714285714 │
│ 2016-10-25 │   0.24285714285714285 │
│ 2016-10-26 │   0.20142857142857143 │
│ 2016-10-27 │    0.2814285714285714 │
│ 2016-10-28 │    0.2814285714285714 │
│ 2016-10-29 │    0.2814285714285714 │
│ 2016-10-30 │    0.2814285714285714 │
│ 2016-10-31 │                  0.08 │
